Model ID,TXD Name,Texture Name,URL
9697,711_sfw,rebrckwall_128,https://gtxd.net/images/gtasa_textures/711_sfw.rebrckwall_128.png
9697,711_sfw,shingles2,https://gtxd.net/images/gtasa_textures/711_sfw.shingles2.png
9697,711_sfw,staddoors1,https://gtxd.net/images/gtasa_textures/711_sfw.staddoors1.png
9697,711_sfw,supasave_sfw,https://gtxd.net/images/gtasa_textures/711_sfw.supasave_sfw.png
9697,711_sfw,supasave_wintemp,https://gtxd.net/images/gtasa_textures/711_sfw.supasave_wintemp.png
9697,711_sfw,sw_sheddoor2,https://gtxd.net/images/gtasa_textures/711_sfw.sw_sheddoor2.png
9697,711_sfw,ws_carpark2,https://gtxd.net/images/gtasa_textures/711_sfw.ws_carpark2.png
9697,711_sfw,ws_rooftarmac1,https://gtxd.net/images/gtasa_textures/711_sfw.ws_rooftarmac1.png
14669,711c,CJ_7_11_TILE,https://gtxd.net/images/gtasa_textures/711c.CJ_7_11_TILE.png
14669,711c,CJ_7_11_win,https://gtxd.net/images/gtasa_textures/711c.CJ_7_11_win.png
14669,711c,CJ_CHIP_M2,https://gtxd.net/images/gtasa_textures/711c.CJ_CHIP_M2.png
14669,711c,bwtilebroth,https://gtxd.net/images/gtasa_textures/711c.bwtilebroth.png
14669,711c,cj_white_wall2,https://gtxd.net/images/gtasa_textures/711c.cj_white_wall2.png
14669,711c,forumstand1_LAe,https://gtxd.net/images/gtasa_textures/711c.forumstand1_LAe.png
14669,711c,gun_ceiling3,https://gtxd.net/images/gtasa_textures/711c.gun_ceiling3.png
14669,711c,gun_ceiling1128,https://gtxd.net/images/gtasa_textures/711c.gun_ceiling1128.png
14669,711c,sec_camera1,https://gtxd.net/images/gtasa_textures/711c.sec_camera1.png
11702,AmbulanceLights1,vehiclelights128,https://gtxd.net/images/gtasa_textures/AmbulanceLights1.vehiclelights128.png
19112,ArmyHelmets,armyhelmet1,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet1.png
19112,ArmyHelmets,armyhelmet2,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet2.png
19112,ArmyHelmets,armyhelmet3,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet3.png
19112,ArmyHelmets,armyhelmet4,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet4.png
19112,ArmyHelmets,armyhelmet5,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet5.png
19112,ArmyHelmets,armyhelmet6,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet6.png
19112,ArmyHelmets,armyhelmet7,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet7.png
19112,ArmyHelmets,armyhelmet8,https://gtxd.net/images/gtasa_textures/ArmyHelmets.armyhelmet8.png
19801,Balaclava1,Balaclava1,https://gtxd.net/images/gtasa_textures/Balaclava1.Balaclava1.png
11748,Bandages,Bandage1,https://gtxd.net/images/gtasa_textures/Bandages.Bandage1.png
11748,Bandages,BandagePack1,https://gtxd.net/images/gtasa_textures/Bandages.BandagePack1.png
18754,BaseSections,hazardtile13,https://gtxd.net/images/gtasa_textures/BaseSections.hazardtile13.png
18754,BaseSections,metalflooring4,https://gtxd.net/images/gtasa_textures/BaseSections.metalflooring4.png
19874,BathroomStuff1,SoapBar1,https://gtxd.net/images/gtasa_textures/BathroomStuff1.SoapBar1.png
19874,BathroomStuff1,ToiletPaperRoll1,https://gtxd.net/images/gtasa_textures/BathroomStuff1.ToiletPaperRoll1.png
19579,BreadLoaf1,BreadLoaf1,https://gtxd.net/images/gtasa_textures/BreadLoaf1.BreadLoaf1.png
19883,BreadSlice1,CJ_BREAD_1,https://gtxd.net/images/gtasa_textures/BreadSlice1.CJ_BREAD_1.png
19883,BreadSlice1,CJ_BREAD_2,https://gtxd.net/images/gtasa_textures/BreadSlice1.CJ_BREAD_2.png
19622,Broom1,cj_hay2,https://gtxd.net/images/gtasa_textures/Broom1.cj_hay2.png
19622,Broom1,cj_smallbat,https://gtxd.net/images/gtasa_textures/Broom1.cj_smallbat.png
19811,BurgerBox1,burgerfront,https://gtxd.net/images/gtasa_textures/BurgerBox1.burgerfront.png
19811,BurgerBox1,burgertop,https://gtxd.net/images/gtasa_textures/BurgerBox1.burgertop.png
11750,CSHandcuffs1,HandcuffsBlack1,https://gtxd.net/images/gtasa_textures/CSHandcuffs1.HandcuffsBlack1.png
19623,Camera1,black32,https://gtxd.net/images/gtasa_textures/Camera1.black32.png
19623,Camera1,cscamera01,https://gtxd.net/images/gtasa_textures/Camera1.cscamera01.png
19623,Camera1,cscamera02,https://gtxd.net/images/gtasa_textures/Camera1.cscamera02.png
19623,Camera1,cscamera03,https://gtxd.net/images/gtasa_textures/Camera1.cscamera03.png
19623,Camera1,metalic_64,https://gtxd.net/images/gtasa_textures/Camera1.metalic_64.png
19872,CarFixerRamp1,yellowvertical_64HV,https://gtxd.net/images/gtasa_textures/CarFixerRamp1.yellowvertical_64HV.png
19624,Case1,CJ_CASE_BROWN,https://gtxd.net/images/gtasa_textures/Case1.CJ_CASE_BROWN.png
19527,Cauldron1,AlienLiquid1,https://gtxd.net/images/gtasa_textures/Cauldron1.AlienLiquid1.png
19527,Cauldron1,Cauldron1,https://gtxd.net/images/gtasa_textures/Cauldron1.Cauldron1.png
19897,CigarettePacks,CJ_FAG_BUT,https://gtxd.net/images/gtasa_textures/CigarettePacks.CJ_FAG_BUT.png
19897,CigarettePacks,CigarettePack1,https://gtxd.net/images/gtasa_textures/CigarettePacks.CigarettePack1.png
19625,Ciggy1,Ciggy1,https://gtxd.net/images/gtasa_textures/Ciggy1.Ciggy1.png
18981,ConcreteBits,stonewalltile1-3,https://gtxd.net/images/gtasa_textures/ConcreteBits.stonewalltile1-3.png
18782,CookieRamp1,cookie,https://gtxd.net/images/gtasa_textures/CookieRamp1.cookie.png
19833,Cow1,des_bull,https://gtxd.net/images/gtasa_textures/Cow1.des_bull.png
19833,Cow1,des_bullheid,https://gtxd.net/images/gtasa_textures/Cow1.des_bullheid.png
19098,CowboyHats,cowboyhat1,https://gtxd.net/images/gtasa_textures/CowboyHats.cowboyhat1.png
19098,CowboyHats,cowboyhat3,https://gtxd.net/images/gtasa_textures/CowboyHats.cowboyhat3.png
19098,CowboyHats,cowboyhat4,https://gtxd.net/images/gtasa_textures/CowboyHats.cowboyhat4.png
19098,CowboyHats,cowboyhat5,https://gtxd.net/images/gtasa_textures/CowboyHats.cowboyhat5.png
19098,CowboyHats,dwmolc2,https://gtxd.net/images/gtasa_textures/CowboyHats.dwmolc2.png
11712,Cross1,Cross1,https://gtxd.net/images/gtasa_textures/Cross1.Cross1.png
19772,CrushedCarCube1,Was_scrpyd_cyl_head,https://gtxd.net/images/gtasa_textures/CrushedCarCube1.Was_scrpyd_cyl_head.png
19272,DMCages,barbedwire1,https://gtxd.net/images/gtasa_textures/DMCages.barbedwire1.png
19272,DMCages,metaldrumold1,https://gtxd.net/images/gtasa_textures/DMCages.metaldrumold1.png
19272,DMCages,metalgrid15-2,https://gtxd.net/images/gtasa_textures/DMCages.metalgrid15-2.png
19272,DMCages,metalplate23-3,https://gtxd.net/images/gtasa_textures/DMCages.metalplate23-3.png
19272,DMCages,tarmacplain1,https://gtxd.net/images/gtasa_textures/DMCages.tarmacplain1.png
19129,DanceFloors,DanceFloor1,https://gtxd.net/images/gtasa_textures/DanceFloors.DanceFloor1.png
19129,DanceFloors,plastic5-small,https://gtxd.net/images/gtasa_textures/DanceFloors.plastic5-small.png
11746,DoorKey1,DoorKey1,https://gtxd.net/images/gtasa_textures/DoorKey1.DoorKey1.png
19814,ElectricalOutlets,cj_socket,https://gtxd.net/images/gtasa_textures/ElectricalOutlets.cj_socket.png
19814,ElectricalOutlets,wallsocketkb,https://gtxd.net/images/gtasa_textures/ElectricalOutlets.wallsocketkb.png
18886,ElectroMagnet1,duskyred_64,https://gtxd.net/images/gtasa_textures/ElectroMagnet1.duskyred_64.png
18886,ElectroMagnet1,hazardtile13-128x128,https://gtxd.net/images/gtasa_textures/ElectroMagnet1.hazardtile13-128x128.png
18886,ElectroMagnet1,metalox64,https://gtxd.net/images/gtasa_textures/ElectroMagnet1.metalox64.png
19947,EnExMarkers,enex,https://gtxd.net/images/gtasa_textures/EnExMarkers.enex.png
19947,EnExMarkers,enexmarker1-2,https://gtxd.net/images/gtasa_textures/EnExMarkers.enexmarker1-2.png
19947,EnExMarkers,enexmarker1,https://gtxd.net/images/gtasa_textures/EnExMarkers.enexmarker1.png
19947,EnExMarkers,enexmarker4-2,https://gtxd.net/images/gtasa_textures/EnExMarkers.enexmarker4-2.png
19947,EnExMarkers,enexmarker4-3,https://gtxd.net/images/gtasa_textures/EnExMarkers.enexmarker4-3.png
19947,EnExMarkers,enexmarker4-4,https://gtxd.net/images/gtasa_textures/EnExMarkers.enexmarker4-4.png
19085,EyePatch1,eyepatch,https://gtxd.net/images/gtasa_textures/EyePatch1.eyepatch.png
18864,FakeSnow1,snow2,https://gtxd.net/images/gtasa_textures/FakeSnow1.snow2.png
19641,FenceSection1,FenceSection1,https://gtxd.net/images/gtasa_textures/FenceSection1.FenceSection1.png
19316,FerrisWheel,Bunting,https://gtxd.net/images/gtasa_textures/FerrisWheel.Bunting.png
19316,FerrisWheel,CJ-COUCHL1,https://gtxd.net/images/gtasa_textures/FerrisWheel.CJ-COUCHL1.png
19316,FerrisWheel,Metal1_128,https://gtxd.net/images/gtasa_textures/FerrisWheel.Metal1_128.png
19316,FerrisWheel,Railing3,https://gtxd.net/images/gtasa_textures/FerrisWheel.Railing3.png
19316,FerrisWheel,fire_esc_fence,https://gtxd.net/images/gtasa_textures/FerrisWheel.fire_esc_fence.png
19316,FerrisWheel,gen_chrome,https://gtxd.net/images/gtasa_textures/FerrisWheel.gen_chrome.png
19316,FerrisWheel,metpat64,https://gtxd.net/images/gtasa_textures/FerrisWheel.metpat64.png
19316,FerrisWheel,santall8s1,https://gtxd.net/images/gtasa_textures/FerrisWheel.santall8s1.png
19316,FerrisWheel,sanwel1,https://gtxd.net/images/gtasa_textures/FerrisWheel.sanwel1.png
19316,FerrisWheel,sanwel4,https://gtxd.net/images/gtasa_textures/FerrisWheel.sanwel4.png
19316,FerrisWheel,sanwel5,https://gtxd.net/images/gtasa_textures/FerrisWheel.sanwel5.png
19316,FerrisWheel,steel256128,https://gtxd.net/images/gtasa_textures/FerrisWheel.steel256128.png
19793,FireWood1,firewood1,https://gtxd.net/images/gtasa_textures/FireWood1.firewood1.png
19793,FireWood1,firewood2,https://gtxd.net/images/gtasa_textures/FireWood1.firewood2.png
19630,Fish1SAMP,Fish1,https://gtxd.net/images/gtasa_textures/Fish1SAMP.Fish1.png
18632,FishingRod,handle2,https://gtxd.net/images/gtasa_textures/FishingRod.handle2.png
18632,FishingRod,line,https://gtxd.net/images/gtasa_textures/FishingRod.line.png
18632,FishingRod,plastic,https://gtxd.net/images/gtasa_textures/FishingRod.plastic.png
18632,FishingRod,rodpole2,https://gtxd.net/images/gtasa_textures/FishingRod.rodpole2.png
18641,Flashlight1,faglite,https://gtxd.net/images/gtasa_textures/Flashlight1.faglite.png
18641,Flashlight1,metalblack1-2,https://gtxd.net/images/gtasa_textures/Flashlight1.metalblack1-2.png
18641,Flashlight1,torch-glass-64x64,https://gtxd.net/images/gtasa_textures/Flashlight1.torch-glass-64x64.png
19588,FootBridge1,FootBridge-Diffuse,https://gtxd.net/images/gtasa_textures/FootBridge1.FootBridge-Diffuse.png
18889,ForceFields,glass1,https://gtxd.net/images/gtasa_textures/ForceFields.glass1.png
18889,ForceFields,white,https://gtxd.net/images/gtasa_textures/ForceFields.white.png
19639,FruitCrates1,ApplesGreen1,https://gtxd.net/images/gtasa_textures/FruitCrates1.ApplesGreen1.png
19639,FruitCrates1,ApplesRed1,https://gtxd.net/images/gtasa_textures/FruitCrates1.ApplesRed1.png
19639,FruitCrates1,CJ_SLATEDWOOD,https://gtxd.net/images/gtasa_textures/FruitCrates1.CJ_SLATEDWOOD.png
19639,FruitCrates1,Oranges1,https://gtxd.net/images/gtasa_textures/FruitCrates1.Oranges1.png
19163,GimpMask1,gimp,https://gtxd.net/images/gtasa_textures/GimpMask1.gimp.png
19941,GoldBar1,Chrome,https://gtxd.net/images/gtasa_textures/GoldBar1.Chrome.png
19941,GoldBar1,gold128,https://gtxd.net/images/gtasa_textures/GoldBar1.gold128.png
18885,GunVendingMachine1,gunz,https://gtxd.net/images/gtasa_textures/GunVendingMachine1.gunz.png
18885,GunVendingMachine1,vendbox,https://gtxd.net/images/gtasa_textures/GunVendingMachine1.vendbox.png
18885,GunVendingMachine1,vendredmetal,https://gtxd.net/images/gtasa_textures/GunVendingMachine1.vendredmetal.png
18975,Hair2,face_afro,https://gtxd.net/images/gtasa_textures/Hair2.face_afro.png
19077,Hair3,face_afro,https://gtxd.net/images/gtasa_textures/Hair3.face_afro.png
11696,Hill250x250Rocky3,cw2_mountdirt,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mountdirt.png
11696,Hill250x250Rocky3,cw2_mountdirtscree,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mountdirtscree.png
11696,Hill250x250Rocky3,cw2_mountdirtscree2,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mountdirtscree2.png
11696,Hill250x250Rocky3,cw2_mountdirtscree3,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mountdirtscree3.png
11696,Hill250x250Rocky3,cw2_mountrock,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mountrock.png
11696,Hill250x250Rocky3,cw2_mounttrail,https://gtxd.net/images/gtasa_textures/Hill250x250Rocky3.cw2_mounttrail.png
19069,HoodyHats,hoodyhat1,https://gtxd.net/images/gtasa_textures/HoodyHats.hoodyhat1.png
19069,HoodyHats,hoodyhat2,https://gtxd.net/images/gtasa_textures/HoodyHats.hoodyhat2.png
19069,HoodyHats,hoodyhat3,https://gtxd.net/images/gtasa_textures/HoodyHats.hoodyhat3.png
18884,HugeBowls,balaclava,https://gtxd.net/images/gtasa_textures/HugeBowls.balaclava.png
18884,HugeBowls,beetles5,https://gtxd.net/images/gtasa_textures/HugeBowls.beetles5.png
18884,HugeBowls,metalplate1,https://gtxd.net/images/gtasa_textures/HugeBowls.metalplate1.png
18884,HugeBowls,wallwhite2bot,https://gtxd.net/images/gtasa_textures/HugeBowls.wallwhite2bot.png
18884,HugeBowls,wallwhite2top,https://gtxd.net/images/gtasa_textures/HugeBowls.wallwhite2top.png
18884,HugeBowls,woodpanel1,https://gtxd.net/images/gtasa_textures/HugeBowls.woodpanel1.png
19808,Keyboard1,auto_tune2,https://gtxd.net/images/gtasa_textures/Keyboard1.auto_tune2.png
19800,LSACarPark1,Black,https://gtxd.net/images/gtasa_textures/LSACarPark1.Black.png
19800,LSACarPark1,airvent_gz,https://gtxd.net/images/gtasa_textures/LSACarPark1.airvent_gz.png
19800,LSACarPark1,concretenewb256,https://gtxd.net/images/gtasa_textures/LSACarPark1.concretenewb256.png
19800,LSACarPark1,dt_officewall1,https://gtxd.net/images/gtasa_textures/LSACarPark1.dt_officewall1.png
19800,LSACarPark1,dt_officewall2,https://gtxd.net/images/gtasa_textures/LSACarPark1.dt_officewall2.png
19800,LSACarPark1,dt_officflr2,https://gtxd.net/images/gtasa_textures/LSACarPark1.dt_officflr2.png
19800,LSACarPark1,dts_elevator_door,https://gtxd.net/images/gtasa_textures/LSACarPark1.dts_elevator_door.png
19800,LSACarPark1,elecbox2,https://gtxd.net/images/gtasa_textures/LSACarPark1.elecbox2.png
19800,LSACarPark1,helipad_bits,https://gtxd.net/images/gtasa_textures/LSACarPark1.helipad_bits.png
19800,LSACarPark1,ws_carpark1,https://gtxd.net/images/gtasa_textures/LSACarPark1.ws_carpark1.png
19800,LSACarPark1,ws_carpark2,https://gtxd.net/images/gtasa_textures/LSACarPark1.ws_carpark2.png
19800,LSACarPark1,ws_carpark3,https://gtxd.net/images/gtasa_textures/LSACarPark1.ws_carpark3.png
19800,LSACarPark1,ws_carparkwall1,https://gtxd.net/images/gtasa_textures/LSACarPark1.ws_carparkwall1.png
19800,LSACarPark1,ws_fluorescent1,https://gtxd.net/images/gtasa_textures/LSACarPark1.ws_fluorescent1.png
19595,LSAppartments1,Black,https://gtxd.net/images/gtasa_textures/LSAppartments1.Black.png
19595,LSAppartments1,Bow_Loadingbay_Door,https://gtxd.net/images/gtasa_textures/LSAppartments1.Bow_Loadingbay_Door.png
19595,LSAppartments1,Carpet4-256x256,https://gtxd.net/images/gtasa_textures/LSAppartments1.Carpet4-256x256.png
19595,LSAppartments1,CeilingTiles3-128x128,https://gtxd.net/images/gtasa_textures/LSAppartments1.CeilingTiles3-128x128.png
19595,LSAppartments1,alleygroundb256,https://gtxd.net/images/gtasa_textures/LSAppartments1.alleygroundb256.png
19595,LSAppartments1,capitol1_LAwN,https://gtxd.net/images/gtasa_textures/LSAppartments1.capitol1_LAwN.png
19595,LSAppartments1,capitol2_LAwN,https://gtxd.net/images/gtasa_textures/LSAppartments1.capitol2_LAwN.png
19595,LSAppartments1,capitol3_LAwN,https://gtxd.net/images/gtasa_textures/LSAppartments1.capitol3_LAwN.png
19595,LSAppartments1,capitolwin1_LAwN_New,https://gtxd.net/images/gtasa_textures/LSAppartments1.capitolwin1_LAwN_New.png
19595,LSAppartments1,concretenewb256,https://gtxd.net/images/gtasa_textures/LSAppartments1.concretenewb256.png
19595,LSAppartments1,dt_officewall1,https://gtxd.net/images/gtasa_textures/LSAppartments1.dt_officewall1.png
19595,LSAppartments1,dt_officewall2,https://gtxd.net/images/gtasa_textures/LSAppartments1.dt_officewall2.png
19595,LSAppartments1,dt_officflr2,https://gtxd.net/images/gtasa_textures/LSAppartments1.dt_officflr2.png
19595,LSAppartments1,dts_elevator_door,https://gtxd.net/images/gtasa_textures/LSAppartments1.dts_elevator_door.png
19595,LSAppartments1,greyground256,https://gtxd.net/images/gtasa_textures/LSAppartments1.greyground256.png
19595,LSAppartments1,gymshop1_LAe,https://gtxd.net/images/gtasa_textures/LSAppartments1.gymshop1_LAe.png
19595,LSAppartments1,hilcouwall2,https://gtxd.net/images/gtasa_textures/LSAppartments1.hilcouwall2.png
19595,LSAppartments1,lasjmscruffwall3,https://gtxd.net/images/gtasa_textures/LSAppartments1.lasjmscruffwall3.png
19595,LSAppartments1,vgs_whitewall_128,https://gtxd.net/images/gtasa_textures/LSAppartments1.vgs_whitewall_128.png
19597,LSBeachSide,BeachSide-Sign,https://gtxd.net/images/gtasa_textures/LSBeachSide.BeachSide-Sign.png
19597,LSBeachSide,Black,https://gtxd.net/images/gtasa_textures/LSBeachSide.Black.png
19597,LSBeachSide,Carpet19-128x128,https://gtxd.net/images/gtasa_textures/LSBeachSide.Carpet19-128x128.png
19597,LSBeachSide,CeilingTiles4-128x128,https://gtxd.net/images/gtasa_textures/LSBeachSide.CeilingTiles4-128x128.png
19597,LSBeachSide,LSSkyScraper1Windows,https://gtxd.net/images/gtasa_textures/LSBeachSide.LSSkyScraper1Windows.png
19597,LSBeachSide,Tiles7-128x128,https://gtxd.net/images/gtasa_textures/LSBeachSide.Tiles7-128x128.png
19597,LSBeachSide,Wall7-256x256,https://gtxd.net/images/gtasa_textures/LSBeachSide.Wall7-256x256.png
19597,LSBeachSide,decobuild2b_LAn,https://gtxd.net/images/gtasa_textures/LSBeachSide.decobuild2b_LAn.png
19597,LSBeachSide,dt_officewall1,https://gtxd.net/images/gtasa_textures/LSBeachSide.dt_officewall1.png
19597,LSBeachSide,dt_officewall2,https://gtxd.net/images/gtasa_textures/LSBeachSide.dt_officewall2.png
19597,LSBeachSide,dt_officflr2,https://gtxd.net/images/gtasa_textures/LSBeachSide.dt_officflr2.png
19597,LSBeachSide,dts_elevator_door,https://gtxd.net/images/gtasa_textures/LSBeachSide.dts_elevator_door.png
19597,LSBeachSide,grassshort2long256,https://gtxd.net/images/gtasa_textures/LSBeachSide.grassshort2long256.png
19597,LSBeachSide,gymshop2_LAe,https://gtxd.net/images/gtasa_textures/LSBeachSide.gymshop2_LAe.png
19597,LSBeachSide,stormdrain6,https://gtxd.net/images/gtasa_textures/LSBeachSide.stormdrain6.png
19597,LSBeachSide,whiteconc01,https://gtxd.net/images/gtasa_textures/LSBeachSide.whiteconc01.png
19894,LaptopSAMP1,LaptopSAMP1,https://gtxd.net/images/gtasa_textures/LaptopSAMP1.LaptopSAMP1.png
19894,LaptopSAMP1,LaptopScreen1,https://gtxd.net/images/gtasa_textures/LaptopSAMP1.LaptopScreen1.png
19894,LaptopSAMP1,LaptopScreen2,https://gtxd.net/images/gtasa_textures/LaptopSAMP1.LaptopScreen2.png
19894,LaptopSAMP1,LaptopScreen3,https://gtxd.net/images/gtasa_textures/LaptopSAMP1.LaptopScreen3.png
18643,LaserPointer1,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer1.cj_black_metal.png
18643,LaserPointer1,laserbeam64x64,https://gtxd.net/images/gtasa_textures/LaserPointer1.laserbeam64x64.png
18643,LaserPointer1,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer1.laserwarninglabel.png
19080,LaserPointer2,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer2.cj_black_metal.png
19080,LaserPointer2,laserbeam-2-64x64,https://gtxd.net/images/gtasa_textures/LaserPointer2.laserbeam-2-64x64.png
19080,LaserPointer2,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer2.laserwarninglabel.png
19081,LaserPointer3,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer3.cj_black_metal.png
19081,LaserPointer3,laserbeam-3-64x64,https://gtxd.net/images/gtasa_textures/LaserPointer3.laserbeam-3-64x64.png
19081,LaserPointer3,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer3.laserwarninglabel.png
19082,LaserPointer4,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer4.cj_black_metal.png
19082,LaserPointer4,laserbeam-4-64x64,https://gtxd.net/images/gtasa_textures/LaserPointer4.laserbeam-4-64x64.png
19082,LaserPointer4,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer4.laserwarninglabel.png
19083,LaserPointer5,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer5.cj_black_metal.png
19083,LaserPointer5,laserbeam-5-64x64,https://gtxd.net/images/gtasa_textures/LaserPointer5.laserbeam-5-64x64.png
19083,LaserPointer5,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer5.laserwarninglabel.png
19084,LaserPointer6,cj_black_metal,https://gtxd.net/images/gtasa_textures/LaserPointer6.cj_black_metal.png
19084,LaserPointer6,laserbeam-6-64x64,https://gtxd.net/images/gtasa_textures/LaserPointer6.laserbeam-6-64x64.png
19084,LaserPointer6,laserwarninglabel,https://gtxd.net/images/gtasa_textures/LaserPointer6.laserwarninglabel.png
19847,LegHam1,LegHam1,https://gtxd.net/images/gtasa_textures/LegHam1.LegHam1.png
19620,LightBar1,lightbar1,https://gtxd.net/images/gtasa_textures/LightBar1.lightbar1.png
18658,LightBeams,blue-512x512,https://gtxd.net/images/gtasa_textures/LightBeams.blue-512x512.png
18658,LightBeams,red-512x512,https://gtxd.net/images/gtasa_textures/LightBeams.red-512x512.png
18658,LightBeams,white-512x512,https://gtxd.net/images/gtasa_textures/LightBeams.white-512x512.png
19829,LightSwitches,LightSwitch1,https://gtxd.net/images/gtasa_textures/LightSwitches.LightSwitch1.png
19829,LightSwitches,LightSwitch2,https://gtxd.net/images/gtasa_textures/LightSwitches.LightSwitch2.png
19829,LightSwitches,LightSwitch3,https://gtxd.net/images/gtasa_textures/LightSwitches.LightSwitch3.png
19861,MIHouse1,BlueWall1,https://gtxd.net/images/gtasa_textures/MIHouse1.BlueWall1.png
19861,MIHouse1,BlueWall1_64,https://gtxd.net/images/gtasa_textures/MIHouse1.BlueWall1_64.png
19861,MIHouse1,BrownWall1,https://gtxd.net/images/gtasa_textures/MIHouse1.BrownWall1.png
19861,MIHouse1,DoorEdited1,https://gtxd.net/images/gtasa_textures/MIHouse1.DoorEdited1.png
